Year,2000,2000,2000,2001,2001,2001,2002,2002,2002,2003,2003,2003,2004,2004,2004,2005,2005,2005,2006,2006,2006,2007,2007,2007,2008,2008,2008,2009,2009,2009,2010,2010,2010,2011,2011,2011,2012,2012,2012,2013,2013,2013,2014,2014,2014,2015,2015,2015,2016,2016,2016,2017,2017,2017,2018,2018,2018,2019,2019,2019,2020,2020,2020,2021,2021,2021,2022,2022,2022,2023,2023,2023
CSR Component,Environmental,Social,Governance,Environmental,Social,Governance,Environmental,Social,Governance,Environmental,Social,Governance,Environmental,Social,Governance,Environmental,Social,Governance,Environmental,Social,Governance,Environmental,Social,Governance,Environmental,Social,Governance,Environmental,Social,Governance,Environmental,Social,Governance,Environmental,Social,Governance,Environmental,Social,Governance,Environmental,Social,Governance,Environmental,Social,Governance,Environmental,Social,Governance,Environmental,Social,Governance,Environmental,Social,Governance,Environmental,Social,Governance,Environmental,Social,Governance,Environmental,Social,Governance,Environmental,Social,Governance,Environmental,Social,Governance,Environmental,Social,Governance
ABBV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.9747148747101,1024.7814507898638,2706.5466767544194,464.9676910643873,1059.203799451002,3184.2409827065326,443.2405072567176,1042.9901793536417,2923.1142708156194,426.64629315874026,827.7249100315921,2997.383956488925,399.3782939789529,820.0817139240316,2753.107238976911,407.7166759221994,1094.2589733504885,3064.580100463148,405.6549061533714,830.7228281641567,2776.51330740598,409.74779470565454,1285.4389563758389,3358.5004148754997,454.9614556789652,1164.2959366780206,3181.0558898579065,527.5283636310869,1514.9915391098239,3385.4624116263853,452.1612827729765,974.610051609629,3042.6467334991835,549.2703437908585,1382.9194836064726,3643.750657813148
BMY,236.50738828332973,985.6130287304052,1388.2117841293405,262.0409645055633,534.5310397198855,2584.8032309110413,172.91418395365204,615.2723030031667,1574.21053053367,1046.2124373744211,1776.6241943740902,2927.6018937216963,1034.0212943898682,1765.0737925525948,2948.9035933784644,704.6387164723545,1067.0714463076176,2535.4112545619414,801.6897310142056,1084.1321761651432,3006.597452538337,691.7646788406989,1570.7706209107682,2833.3291819284505,783.3076916976969,1673.0940354210225,3025.514891544271,845.2676451367097,1062.7209053024483,3331.19381683562,762.7999855345714,1821.3423427600194,3490.71255833106,538.7237668465785,1290.7810817038367,3089.171475943934,663.8495212039812,1401.040353568112,3063.894282810371,553.9555146430333,1099.6984320409267,2807.3841306982913,618.8940533352716,1566.913238340301,3838.8250567807495,631.1957093423239,1064.7188154966366,2853.773348503741,638.5116609322986,1251.5669893172303,3412.236388408414,717.0691987669243,1067.616094711809,2802.7714002726466,644.4170023424533,1337.2735804333875,3778.0530335626786,765.6600100650173,1110.1184080992164,3515.4184010086033,651.0698815382852,1660.7171203433925,3667.720607940052,672.6719421632446,1497.6868078890961,3685.8888922670158,478.6159338270131,1261.253915115468,3543.616439505926,677.3531682016654,1566.732237658327,4154.214324969546
GILD,635.8301882354803,1282.2002953053664,3829.740319530079,470.67079253722454,937.3259837879953,2488.884398695912,621.6601898117849,955.535808421106,3652.9039851990547,226.34943681445353,829.6801833158282,1487.3212862292062,885.6911278681024,1775.180837479056,3923.15871493888,195.31967334256933,1023.6442806293204,2386.0426038847772,227.17801899201237,2221.933435589064,2674.01162006845,284.9877403396947,1021.8246723027418,2446.4831894945523,279.9799605109092,2167.2691751990496,2627.129665596295,308.70416142709075,924.5239747148336,2907.5489170343444,329.97419454231164,874.9771851536788,2425.422088120214,278.22885112332415,1973.540779580985,3629.342577216691,225.515647695271,1753.1836029159908,2826.368613259323,228.96535338462755,1064.8213655886602,2239.3005324918677,286.08254661924815,1802.9134650104274,2676.5597965896773,346.78745201834084,1037.353990479449,2197.9324267666716,2791.163543338807,5454.2330166399715,4619.541031917809,437.5607737381436,1716.5257359514787,2244.3598574741454,2912.02635251348,6053.67716581099,5971.904599029693,321.28754637356093,1812.4346870945053,2835.6488707161084,2398.31383712434,6161.241056153522,6033.644242557783,369.7378598255379,2012.6468138499267,2903.9245162563407,2953.8610848062585,5216.025376923637,5588.710849005902,505.84830592750023,1929.0233738782354,3594.1401576649987
GSK,1624.9983141959174,4006.5749736581483,4800.159196258542,1261.6578319441176,4431.880427490246,5833.8707061135565,2112.0560344897867,6765.5264561947815,6876.8492228587775,2698.6055821908335,6538.116061136583,8171.972917153401,3879.8402324230206,6761.157045513573,7982.5202336282755,4011.0559575074135,7254.73340075612,9626.752229794527,4236.514081295804,7069.509185781257,8039.782170490909,4268.628409305535,7083.961647487589,9693.876684420351,3765.4006253317407,7669.332381790109,9066.168938844114,3559.656475035524,8201.71460825076,10674.63733616881,4206.571769218941,7703.936410106575,11070.313208284286,2083.2685274024275,5488.531780102042,9439.22816988819,1744.6029592085615,5382.800816988067,10096.969248940683,2161.659555752466,4963.33381822757,9233.86015491517,2560.33984489074,4574.364003877664,9650.226907816832,2974.8989234673004,4758.800873863233,9308.445500395204,1910.0664327025763,4069.642799574253,8275.142951337095,2516.679078124763,5087.028172952102,8439.391054028874,589.3776882154363,1320.43299928874,5959.995311883853,967.9093619880091,2171.1499552016485,7086.78868772115,2449.1887336664386,3775.3932545036655,7080.0285036564555,3476.6424215210304,5411.092714359021,8504.174221096591,2057.840504338635,4210.705959161837,7603.667757219921,4014.0980864856347,5577.61704860718,8562.731776169547
JNJ,128.75636619945342,346.423402126958,2760.9358971512297,496.9046704916325,952.5522561900524,3271.2365272417546,1533.8153837188038,1316.3381640504003,3819.486304686643,268.8581502959578,604.1587418279853,2830.771716528568,378.3366361497063,597.901360649373,2960.8991684959005,81.52811055104667,481.5414622987462,2109.657708593962,1429.5019094124455,2498.815480786307,4251.632728174113,463.9410553801433,928.1945124335662,3335.531349462398,1213.9480537292118,2149.829266853336,4628.99655701197,1233.1358640142594,2230.6058487165883,2453.0320898282034,707.6491064117414,2101.233138978683,3196.042267151596,1129.2045640562771,1612.4876730031856,1915.3978177297774,361.7801121707047,813.7257974336521,3275.0837124440113,374.0942271666731,575.6223539132917,3207.506577563095,671.84917530201,1466.802876854332,3371.9742271609225,294.88857280789847,502.9833762617304,3120.6481438845112,487.28819053690813,932.879461525131,2720.4908665397256,602.9298456917035,934.0585698472115,2613.555102571874,3414.4976086197653,5297.572724713751,6623.890690090696,489.9679288030689,715.170312049412,2929.2060345780187,2630.031323092042,4864.12360543057,5739.341791348498,637.8932905706403,1157.4044515891949,3223.6225017356383,2778.0459443977074,5430.422222827005,5941.579659566486,565.9582602182552,1902.4628691789878,4708.9160932148125
MRK,882.694487705881,1311.90111381355,1903.2766619291406,858.1170952360567,1355.9163342728064,2210.191388559876,1122.4431978099196,1628.178081363962,3970.3134304885543,1526.4660853933965,3090.800276710991,5497.700482342684,791.8194462711093,1867.0486465413874,4996.768717559537,1102.5301426900148,1866.8947421484781,4054.9657087792957,828.8230097756185,2043.8663055609095,5103.9303791008015,1069.8190781857027,1881.522028066362,3649.1738638321613,818.6671902059572,1852.7401692687513,4614.283825776697,832.9523663111755,1556.4055582808398,3553.934761571739,897.7487044485164,1334.6892266852615,2824.899849834839,889.9559970396709,1092.5204069659435,2795.2913419352117,771.0112782567255,1058.4087301371717,2269.493119918333,684.8693042496465,1353.6184977108921,2533.0658002359346,639.9502987527839,1191.8635440662272,2177.7830278040483,733.8347929374178,1394.5457070907803,2372.4364851337386,600.8635650592914,1103.7646963532864,2100.6766675689146,839.3622706163128,1297.9982366905822,2561.405487948135,614.9691861029611,809.9332067494943,2466.268889748716,764.0024055113586,1351.803543737368,2734.5071762890316,583.9938022877941,1001.7137702484089,2467.3094397622312,978.9472061556061,1755.7268089127942,2860.980443181794,827.4232283998203,1046.4419895265128,2285.806499836317,1248.268185391172,1420.0231457549971,3176.5552267783023
None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.88104165116727,2136.0779758515155,2033.0521576677015,357.7992951822726,2180.203496571751,1585.136476431326,663.1985796442075,1969.4913085403718,1660.9784766288035,252.89451475143468,1433.3848159045406,1676.8911604956554,274.28127788002763,1965.8527286320411,2382.6959225923756,373.59862774263536,1236.0482015153032,1965.7828899063247,1073.81246328746,2177.3472257876265,1712.748002534857,753.9334568749942,1298.6845211681684,1351.006421313202,753.597277717119,1912.286125882078,1577.8883487198798,595.1395586701069,1394.8988494278994,1721.7587105155674,,,
OTSUKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2707.817410386427,3411.150825340265,2315.107643472064,3266.642751099929,3223.7735165797276,2631.5720814342703,3858.8025046839007,3951.4079584299543,2502.305457428955,3668.2437384187747,4429.6918305768095,2375.2542419522106,3184.126841338805,4088.908226302366,2816.590986303751,2800.1682393137194,4295.1658023364425,3931.399610263144,1529.2785994971873,2515.2496325227467,3321.826155624828,1177.6765362234312,2705.1635844716056,3315.7010021032393,2937.539636477372,4415.138383420646,5307.0576787044765,1610.8546106212536,2147.1502240324935,3964.565126300962,1861.8451455473944,3232.1126142509343,4496.77104819199,3682.4772740659664,4338.5767348443815,4682.597502691648,327.2204542118248,523.2154484574262,1091.7099527518187
