Run Report
Total Files - 265
Failed Files

Detailed Report
File: 10-K_or_equivalent-txt\MRK\MRK_2003_10-K.txt,       Initial length: 450692 c, Final length: 313990 c, Chars removed: 136702 c, Header removed: 1921 c, Signatures removed: 0 c, Exhibits removed: 10312 c, Digits removed: 15334 c, Symbols removed: 14730 c, Stopwords removed: 23484 c, is_10K: True, Status: Success
File: 10-K_or_equivalent-txt\MRK\MRK_2004_10-K_Schering.txt,       Initial length: 307426 c, Final length: 207916 c, Chars removed: 99510 c, Header removed: 2055 c, Signatures removed: 2381 c, Exhibits removed: 13858 c, Digits removed: 10847 c, Symbols removed: 9207 c, Stopwords removed: 15035 c, is_10K: True, Status: Success
File: 10-K_or_equivalent-txt\MRK\MRK_2005_10-K_Schering.txt,       Initial length: 346960 c, Final length: 228837 c, Chars removed: 118123 c, Header removed: 2847 c, Signatures removed: 0 c, Exhibits removed: 27214 c, Digits removed: 11830 c, Symbols removed: 10294 c, Stopwords removed: 16183 c, is_10K: True, Status: Success
File: 10-K_or_equivalent-txt\MRK\MRK_2005_10-K.txt,       Initial length: 478681 c, Final length: 331576 c, Chars removed: 147105 c, Header removed: 2453 c, Signatures removed: 0 c, Exhibits removed: 11029 c, Digits removed: 18589 c, Symbols removed: 16187 c, Stopwords removed: 24354 c, is_10K: True, Status: Success
File: 10-K_or_equivalent-txt\MRK\MRK_2004_10-K.txt,       Initial length: 576382 c, Final length: 401639 c, Chars removed: 174743 c, Header removed: 1962 c, Signatures removed: 0 c, Exhibits removed: 11243 c, Digits removed: 18122 c, Symbols removed: 18463 c, Stopwords removed: 31688 c, is_10K: True, Status: Success
File: 10-K_or_equivalent-txt\MRK\MRK_2006_10-K_Schering.txt,       Initial length: 372791 c, Final length: 249395 c, Chars removed: 123396 c, Header removed: 3058 c, Signatures removed: 0 c, Exhibits removed: 29210 c, Digits removed: 13162 c, Symbols removed: 11928 c, Stopwords removed: 16197 c, is_10K: True, Status: Success
File: 10-K_or_equivalent-txt\MRK\MRK_2007_10-K.txt,       Initial length: 573596 c, Final length: 436882 c, Chars removed: 136714 c, Header removed: 2500 c, Signatures removed: 3372 c, Exhibits removed: 38706 c, Digits removed: 20417 c, Symbols removed: 19695 c, Stopwords removed: 12561 c, is_10K: True, Status: Success
File: 10-K_or_equivalent-txt\MRK\MRK_2007_10-K_Schering.txt,       Initial length: 445290 c, Final length: 300385 c, Chars removed: 144905 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 34936 c, Digits removed: 15315 c, Symbols removed: 13829 c, Stopwords removed: 19939 c, is_10K: True, Status: Success
File: 10-K_or_equivalent-txt\MRK\MRK_2008_10-K_Schering.txt,       Initial length: 463453 c, Final length: 338369 c, Chars removed: 125084 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 17370 c, Symbols removed: 15660 c, Stopwords removed: 22715 c, is_10K: True, Status: Success
File: 10-K_or_equivalent-txt\MRK\MRK_2006_10-K.txt,       Initial length: 776153 c, Final length: 537273 c, Chars removed: 238880 c, Header removed: 2732 c, Signatures removed: 0 c, Exhibits removed: 10985 c, Digits removed: 21687 c, Symbols removed: 24233 c, Stopwords removed: 45553 c, is_10K: True, Status: Success
File: 10-K_or_equivalent-txt\MRK\MRK_2009_10-K.txt,       Initial length: 880934 c, Final length: 567846 c, Chars removed: 313088 c, Header removed: 3084 c, Signatures removed: 26738 c, Exhibits removed: 61279 c, Digits removed: 25974 c, Symbols removed: 25262 c, Stopwords removed: 42813 c, is_10K: True, Status: Success
File: 10-K_or_equivalent-txt\MRK\MRK_2010_10-K.txt,       Initial length: 704903 c, Final length: 467897 c, Chars removed: 237006 c, Header removed: 3010 c, Signatures removed: 27533 c, Exhibits removed: 25625 c, Digits removed: 21627 c, Symbols removed: 19788 c, Stopwords removed: 34508 c, is_10K: True, Status: Success
File: 10-K_or_equivalent-txt\MRK\MRK_2011_10-K.txt,       Initial length: 649779 c, Final length: 436106 c, Chars removed: 213673 c, Header removed: 3022 c, Signatures removed: 22400 c, Exhibits removed: 20519 c, Digits removed: 21160 c, Symbols removed: 18567 c, Stopwords removed: 31812 c, is_10K: True, Status: Success
File: 10-K_or_equivalent-txt\MRK\MRK_2008_10-K.txt,       Initial length: 930418 c, Final length: 648588 c, Chars removed: 281830 c, Header removed: 2925 c, Signatures removed: 0 c, Exhibits removed: 11090 c, Digits removed: 27048 c, Symbols removed: 28349 c, Stopwords removed: 53377 c, is_10K: True, Status: Success
File: 10-K_or_equivalent-txt\MRK\MRK_2012_10-K.txt,       Initial length: 603376 c, Final length: 405517 c, Chars removed: 197859 c, Header removed: 3022 c, Signatures removed: 20924 c, Exhibits removed: 19294 c, Digits removed: 19924 c, Symbols removed: 16966 c, Stopwords removed: 29227 c, is_10K: True, Status: Success
File: 10-K_or_equivalent-txt\MRK\MRK_2013_10-K.txt,       Initial length: 606103 c, Final length: 403739 c, Chars removed: 202364 c, Header removed: 3073 c, Signatures removed: 21816 c, Exhibits removed: 20978 c, Digits removed: 20447 c, Symbols removed: 17204 c, Stopwords removed: 29391 c, is_10K: True, Status: Success
File: 10-K_or_equivalent-txt\MRK\MRK_2016_10-K.txt,       Initial length: 573722 c, Final length: 392625 c, Chars removed: 181097 c, Header removed: 3319 c, Signatures removed: 13519 c, Exhibits removed: 12597 c, Digits removed: 20036 c, Symbols removed: 16683 c, Stopwords removed: 28323 c, is_10K: True, Status: Success
File: 10-K_or_equivalent-txt\MRK\MRK_2014_10-K.txt,       Initial length: 612649 c, Final length: 415237 c, Chars removed: 197412 c, Header removed: 3064 c, Signatures removed: 17218 c, Exhibits removed: 16316 c, Digits removed: 21330 c, Symbols removed: 17917 c, Stopwords removed: 30007 c, is_10K: True, Status: Success
File: 10-K_or_equivalent-txt\MRK\MRK_2015_10-K.txt,       Initial length: 614210 c, Final length: 420478 c, Chars removed: 193732 c, Header removed: 3212 c, Signatures removed: 14792 c, Exhibits removed: 13797 c, Digits removed: 21482 c, Symbols removed: 17548 c, Stopwords removed: 30350 c, is_10K: True, Status: Success
File: 10-K_or_equivalent-txt\MRK\MRK_2017_10-K.txt,       Initial length: 572307 c, Final length: 391207 c, Chars removed: 181100 c, Header removed: 3659 c, Signatures removed: 13470 c, Exhibits removed: 12582 c, Digits removed: 20931 c, Symbols removed: 16564 c, Stopwords removed: 28026 c, is_10K: True, Status: Success
File: 10-K_or_equivalent-txt\MRK\MRK_2019_10-K.txt,       Initial length: 541964 c, Final length: 380729 c, Chars removed: 161235 c, Header removed: 3242 c, Signatures removed: 1904 c, Exhibits removed: 12263 c, Digits removed: 18979 c, Symbols removed: 16331 c, Stopwords removed: 26706 c, is_10K: True, Status: Success
File: 10-K_or_equivalent-txt\MRK\MRK_2018_10-K.txt,       Initial length: 581106 c, Final length: 399581 c, Chars removed: 181525 c, Header removed: 3547 c, Signatures removed: 13576 c, Exhibits removed: 12749 c, Digits removed: 19943 c, Symbols removed: 16702 c, Stopwords removed: 28434 c, is_10K: True, Status: Success
File: 10-K_or_equivalent-txt\MRK\MRK_2020_10-K.txt,       Initial length: 579928 c, Final length: 409531 c, Chars removed: 170397 c, Header removed: 3579 c, Signatures removed: 1954 c, Exhibits removed: 12133 c, Digits removed: 19229 c, Symbols removed: 17353 c, Stopwords removed: 28659 c, is_10K: True, Status: Success
File: 10-K_or_equivalent-txt\MRK\MRK_2021_10-K.txt,       Initial length: 606800 c, Final length: 428517 c, Chars removed: 178283 c, Header removed: 3526 c, Signatures removed: 1942 c, Exhibits removed: 12800 c, Digits removed: 20088 c, Symbols removed: 18634 c, Stopwords removed: 29986 c, is_10K: True, Status: Success
File: 10-K_or_equivalent-txt\MRK\MRK_2022_10-K.txt,       Initial length: 593162 c, Final length: 418442 c, Chars removed: 174720 c, Header removed: 4000 c, Signatures removed: 1932 c, Exhibits removed: 14340 c, Digits removed: 18803 c, Symbols removed: 17913 c, Stopwords removed: 29104 c, is_10K: True, Status: Success
File: 10-K_or_equivalent-txt\MRK\MRK_2023_10-K.txt,       Initial length: 592655 c, Final length: 418683 c, Chars removed: 173972 c, Header removed: 3977 c, Signatures removed: 1928 c, Exhibits removed: 14773 c, Digits removed: 18747 c, Symbols removed: 17904 c, Stopwords removed: 28825 c, is_10K: True, Status: Success
File: 10-K_or_equivalent-txt\4578JPX (OTSUKA)\OTSUKA_2015_CSR Report.txt, Initial length: 156251 c, Final length: 118866 c, Chars removed: 37385 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 3510 c, Symbols removed: 4201 c, Stopwords removed: 7638 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\4578JPX (OTSUKA)\OTSUKA_2013_CSR Report.txt, Initial length: 158011 c, Final length: 119774 c, Chars removed: 38237 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 3640 c, Symbols removed: 4225 c, Stopwords removed: 7741 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\4578JPX (OTSUKA)\OTSUKA_2014_CSR Report.txt, Initial length: 173089 c, Final length: 130374 c, Chars removed: 42715 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 3645 c, Symbols removed: 4731 c, Stopwords removed: 8797 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\4578JPX (OTSUKA)\OTSUKA_2012_CSR Report.txt, Initial length: 179024 c, Final length: 131971 c, Chars removed: 47053 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 7165 c, Symbols removed: 5251 c, Stopwords removed: 9044 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\4578JPX (OTSUKA)\OTSUKA_2011_CSR Report.txt, Initial length: 305292 c, Final length: 231761 c, Chars removed: 73531 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 5938 c, Symbols removed: 7693 c, Stopwords removed: 15503 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\4578JPX (OTSUKA)\OTSUKA_2016_CSR Report.txt, Initial length: 182796 c, Final length: 135509 c, Chars removed: 47287 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 8179 c, Symbols removed: 6442 c, Stopwords removed: 8334 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\4578JPX (OTSUKA)\OTSUKA_2017_Annual Consolidated Financial Statements.txt, Initial length: 166634 c, Final length: 112492 c, Chars removed: 54142 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 12459 c, Symbols removed: 7002 c, Stopwords removed: 8206 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\4578JPX (OTSUKA)\OTSUKA_2016_Annual Consolidated Financial Statements.txt, Initial length: 215553 c, Final length: 145316 c, Chars removed: 70237 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 16269 c, Symbols removed: 9201 c, Stopwords removed: 10395 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\4578JPX (OTSUKA)\OTSUKA_2017_Integrated Report.txt, Initial length: 203581 c, Final length: 151937 c, Chars removed: 51644 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 9496 c, Symbols removed: 8091 c, Stopwords removed: 8160 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\4578JPX (OTSUKA)\OTSUKA_2018_Annual Consolidated Financial Statements.txt, Initial length: 188296 c, Final length: 127631 c, Chars removed: 60665 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 13661 c, Symbols removed: 8048 c, Stopwords removed: 9249 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\4578JPX (OTSUKA)\OTSUKA_2019_Integrated Report.txt, Initial length: 263154 c, Final length: 200593 c, Chars removed: 62561 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 6500 c, Symbols removed: 7856 c, Stopwords removed: 12544 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\4578JPX (OTSUKA)\OTSUKA_2019_Annual Consolidated Financial Statements.txt, Initial length: 180769 c, Final length: 121787 c, Chars removed: 58982 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 13965 c, Symbols removed: 7751 c, Stopwords removed: 8814 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\4578JPX (OTSUKA)\OTSUKA_2018_Integrated Report.txt, Initial length: 265970 c, Final length: 198163 c, Chars removed: 67807 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 9012 c, Symbols removed: 9511 c, Stopwords removed: 12366 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\4578JPX (OTSUKA)\OTSUKA_2020_Annual Consolidated Financial Statements.txt, Initial length: 152101 c, Final length: 101279 c, Chars removed: 50822 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 13109 c, Symbols removed: 6803 c, Stopwords removed: 7207 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\4578JPX (OTSUKA)\OTSUKA_2020_Integrated Report.txt, Initial length: 261700 c, Final length: 199464 c, Chars removed: 62236 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 7150 c, Symbols removed: 7923 c, Stopwords removed: 12053 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\4578JPX (OTSUKA)\OTSUKA_2023_Annual Consolidated Financial Statements.txt, Initial length: 71819 c, Final length: 47054 c, Chars removed: 24765 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 6008 c, Symbols removed: 6134 c, Stopwords removed: 2970 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\4578JPX (OTSUKA)\OTSUKA_2021_Annual Consolidated Financial Statements.txt, Initial length: 153103 c, Final length: 103076 c, Chars removed: 50027 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 12608 c, Symbols removed: 6617 c, Stopwords removed: 7208 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\4578JPX (OTSUKA)\OTSUKA_2022_Annual Consolidated Financial Statements.txt, Initial length: 155922 c, Final length: 104904 c, Chars removed: 51018 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 12843 c, Symbols removed: 6647 c, Stopwords removed: 7391 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\4578JPX (OTSUKA)\OTSUKA_2021_Integrated Report.txt, Initial length: 330253 c, Final length: 252144 c, Chars removed: 78109 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 8081 c, Symbols removed: 9993 c, Stopwords removed: 15301 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\4578JPX (OTSUKA)\OTSUKA_2022_Sustainability Report.txt, Initial length: 423068 c, Final length: 326936 c, Chars removed: 96132 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 8494 c, Symbols removed: 11159 c, Stopwords removed: 19888 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\BMY\BMY_2003_Annual Report.txt, Initial length: 390171 c, Final length: 275984 c, Chars removed: 114187 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 16386 c, Symbols removed: 13463 c, Stopwords removed: 20931 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\BMY\BMY_2004_Annual Report.txt, Initial length: 469423 c, Final length: 332607 c, Chars removed: 136816 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 17556 c, Symbols removed: 15927 c, Stopwords removed: 25653 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\BMY\BMY_2006_Annual Report.txt, Initial length: 528156 c, Final length: 373471 c, Chars removed: 154685 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 21740 c, Symbols removed: 17910 c, Stopwords removed: 28358 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\BMY\BMY_2008_Annual Report.txt, Initial length: 393880 c, Final length: 277114 c, Chars removed: 116766 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 19722 c, Symbols removed: 14200 c, Stopwords removed: 19775 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\BMY\BMY_2010_Annual Report.txt, Initial length: 449402 c, Final length: 323659 c, Chars removed: 125743 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 18861 c, Symbols removed: 15495 c, Stopwords removed: 22086 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\BMY\BMY_2012_Annual Report.txt, Initial length: 379753 c, Final length: 273349 c, Chars removed: 106404 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 15682 c, Symbols removed: 12917 c, Stopwords removed: 18935 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\BMY\BMY_2018_Annual Report.txt, Initial length: 332369 c, Final length: 241404 c, Chars removed: 90965 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 14103 c, Symbols removed: 10972 c, Stopwords removed: 16041 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\BMY\BMY_2014_Annual Report.txt, Initial length: 401617 c, Final length: 290275 c, Chars removed: 111342 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 15598 c, Symbols removed: 13691 c, Stopwords removed: 20066 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\BMY\BMY_2016_Annual Report.txt, Initial length: 324959 c, Final length: 235256 c, Chars removed: 89703 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 14215 c, Symbols removed: 10802 c, Stopwords removed: 15704 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\Boehringer Ingelheim\boehringer-ingelheim_2013_Annual Report.txt, Initial length: 264296 c, Final length: 190477 c, Chars removed: 73819 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 9373 c, Symbols removed: 8516 c, Stopwords removed: 14017 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\Boehringer Ingelheim\boehringer-ingelheim_2014_Annual Report.txt, Initial length: 255574 c, Final length: 186969 c, Chars removed: 68605 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 7960 c, Symbols removed: 7811 c, Stopwords removed: 13230 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\Boehringer Ingelheim\boehringer-ingelheim_2015_Annual Report.txt, Initial length: 284739 c, Final length: 207668 c, Chars removed: 77071 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 9912 c, Symbols removed: 9250 c, Stopwords removed: 14454 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\Boehringer Ingelheim\boehringer-ingelheim_2016_Annual Report.txt, Initial length: 261711 c, Final length: 188495 c, Chars removed: 73216 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 9553 c, Symbols removed: 8140 c, Stopwords removed: 13838 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\Boehringer Ingelheim\boehringer-ingelheim_2017_Annual Report.txt, Initial length: 293967 c, Final length: 211136 c, Chars removed: 82831 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 9581 c, Symbols removed: 8681 c, Stopwords removed: 16460 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\Boehringer Ingelheim\boehringer-ingelheim_2018_Annual Report.txt, Initial length: 218012 c, Final length: 160006 c, Chars removed: 58006 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 9387 c, Symbols removed: 6937 c, Stopwords removed: 10189 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\Boehringer Ingelheim\boehringer-ingelheim_2019_Annual Report.txt, Initial length: 222362 c, Final length: 163843 c, Chars removed: 58519 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 9744 c, Symbols removed: 7237 c, Stopwords removed: 10174 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\Boehringer Ingelheim\boehringer-ingelheim_2020_Annual Report.txt, Initial length: 244498 c, Final length: 180384 c, Chars removed: 64114 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 9988 c, Symbols removed: 7917 c, Stopwords removed: 11385 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\Boehringer Ingelheim\boehringer-ingelheim_2021_Annual Report.txt, Initial length: 248932 c, Final length: 183944 c, Chars removed: 64988 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 10136 c, Symbols removed: 8161 c, Stopwords removed: 11431 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\Boehringer Ingelheim\boehringer-ingelheim_2022_Annual Report.txt, Initial length: 195454 c, Final length: 140800 c, Chars removed: 54654 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 9757 c, Symbols removed: 6514 c, Stopwords removed: 9238 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\GILD\GILD_2000_Annual Report.txt, Initial length: 390004 c, Final length: 262402 c, Chars removed: 127602 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 12101 c, Symbols removed: 26035 c, Stopwords removed: 22822 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\GILD\GILD_2006_Annual Report.txt, Initial length: 51838 c, Final length: 38917 c, Chars removed: 12921 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 1578 c, Symbols removed: 1644 c, Stopwords removed: 2436 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\GILD\GILD_2002_Annual Report.txt, Initial length: 745922 c, Final length: 514992 c, Chars removed: 230930 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 15946 c, Symbols removed: 20822 c, Stopwords removed: 50432 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\GILD\GILD_2008_Annual Report.txt, Initial length: 31152 c, Final length: 24132 c, Chars removed: 7020 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 539 c, Symbols removed: 1047 c, Stopwords removed: 1402 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\GILD\GILD_2011_Annual Report.txt, Initial length: 39707 c, Final length: 30808 c, Chars removed: 8899 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 914 c, Symbols removed: 1270 c, Stopwords removed: 1716 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\GILD\GILD_2012_Annual Report.txt, Initial length: 40534 c, Final length: 31642 c, Chars removed: 8892 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 883 c, Symbols removed: 1364 c, Stopwords removed: 1681 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\GILD\GILD_2004_Annual Report.txt, Initial length: 979676 c, Final length: 688827 c, Chars removed: 290849 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 19683 c, Symbols removed: 31579 c, Stopwords removed: 61538 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\GILD\GILD_2014_Annual Report.txt, Initial length: 25341 c, Final length: 19494 c, Chars removed: 5847 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 690 c, Symbols removed: 917 c, Stopwords removed: 1069 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\GILD\GILD_2016_Annual Review.txt, Initial length: 95450 c, Final length: 73061 c, Chars removed: 22389 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 1801 c, Symbols removed: 2356 c, Stopwords removed: 4622 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\GILD\GILD_2018_Annual Review.txt, Initial length: 135979 c, Final length: 102724 c, Chars removed: 33255 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 5122 c, Symbols removed: 3952 c, Stopwords removed: 6273 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\GILD\GILD_2020_Annual Review.txt, Initial length: 159323 c, Final length: 120295 c, Chars removed: 39028 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 3725 c, Symbols removed: 3804 c, Stopwords removed: 8018 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\GILD\GILD_2022_ESG Impact Report.txt, Initial length: 214597 c, Final length: 166778 c, Chars removed: 47819 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 5914 c, Symbols removed: 5438 c, Stopwords removed: 8914 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\GSK\annual-report-2000.txt, Initial length: 588346 c, Final length: 414423 c, Chars removed: 173923 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 39314 c, Symbols removed: 20012 c, Stopwords removed: 26901 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\GSK\annual-report-2001.txt, Initial length: 588240 c, Final length: 415208 c, Chars removed: 173032 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 37914 c, Symbols removed: 20116 c, Stopwords removed: 27214 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\GSK\annual-report-2002.txt, Initial length: 651590 c, Final length: 458743 c, Chars removed: 192847 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 39722 c, Symbols removed: 21556 c, Stopwords removed: 31473 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\GSK\annual-report-2003.txt, Initial length: 688134 c, Final length: 482538 c, Chars removed: 205596 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 39130 c, Symbols removed: 22241 c, Stopwords removed: 34394 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\GSK\annual-report-2004.txt, Initial length: 735095 c, Final length: 516967 c, Chars removed: 218128 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 45228 c, Symbols removed: 26064 c, Stopwords removed: 34616 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\GSK\annual-report-2005.txt, Initial length: 743159 c, Final length: 518954 c, Chars removed: 224205 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 45828 c, Symbols removed: 26024 c, Stopwords removed: 35953 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\GSK\annual-report-2006.txt, Initial length: 738307 c, Final length: 517212 c, Chars removed: 221095 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 45992 c, Symbols removed: 25522 c, Stopwords removed: 35375 c, is_10K: False, Status: Success
File: 10-K_or_equivalent-txt\GSK\annual-report-2007.txt, Initial length: 744875 c, Final length: 517439 c, Chars removed: 227436 c, Header removed: 0 c, Signatures removed: 0 c, Exhibits removed: 0 c, Digits removed: 43929 c, Symbols removed: 26210 c, Stopwords removed: 37259 c, is_10K: False, Status: Success
